company_code,dt,attn_volume,greed_count,greed_ratio
005380,2019-11-30,25,1,0.04
005930,2019-11-24,234,0,0.0
005930,2019-11-25,408,2,0.004901960784313725
005930,2019-11-26,419,6,0.014319809069212411
005930,2019-11-27,444,2,0.0045045045045045045
005930,2019-11-28,500,1,0.002
005930,2019-11-29,747,1,0.0013386880856760374
005930,2019-11-30,364,1,0.0027472527472527475
033100,2019-11-24,3,0,0.0
033100,2019-11-25,34,2,0.058823529411764705
033100,2019-11-26,20,1,0.05
033100,2019-11-27,16,0,0.0
033100,2019-11-28,12,0,0.0
033100,2019-11-29,72,3,0.041666666666666664
033100,2019-11-30,5,0,0.0
080220,2019-11-24,6,0,0.0
080220,2019-11-25,8,0,0.0
080220,2019-11-26,7,0,0.0
080220,2019-11-27,12,0,0.0
080220,2019-11-28,8,0,0.0
080220,2019-11-29,8,0,0.0
080220,2019-11-30,1,0,0.0
105560,2019-11-24,2,0,0.0
105560,2019-11-25,5,0,0.0
105560,2019-11-26,9,0,0.0
105560,2019-11-27,2,0,0.0
105560,2019-11-28,3,0,0.0
105560,2019-11-29,4,0,0.0
105560,2019-11-30,2,0,0.0
190510,2019-11-24,1,0,0.0
190510,2019-11-25,5,0,0.0
190510,2019-11-26,4,0,0.0
190510,2019-11-27,2,0,0.0
190510,2019-11-28,1,0,0.0
190510,2019-11-29,2,0,0.0
272110,2019-11-24,5,0,0.0
272110,2019-11-25,10,0,0.0
272110,2019-11-26,11,0,0.0
272110,2019-11-27,5,0,0.0
272110,2019-11-28,5,0,0.0
272110,2019-11-29,10,1,0.1
000660,2019-12-01,36,1,0.027777777777777776
000660,2019-12-02,80,1,0.0125
000660,2019-12-03,75,0,0.0
000660,2019-12-04,80,3,0.0375
000660,2019-12-05,102,0,0.0
000660,2019-12-06,91,0,0.0
000660,2019-12-07,42,0,0.0
005380,2019-12-01,21,1,0.047619047619047616
005380,2019-12-02,65,3,0.046153846153846156
005380,2019-12-03,46,1,0.021739130434782608
005380,2019-12-04,64,1,0.015625
005380,2019-12-05,141,1,0.0070921985815602835
005380,2019-12-06,80,4,0.05
005380,2019-12-07,37,2,0.05405405405405406
005930,2019-12-01,353,1,0.0028328611898017
005930,2019-12-02,535,3,0.005607476635514018
005930,2019-12-03,616,2,0.003246753246753247
005930,2019-12-04,657,5,0.0076103500761035
005930,2019-12-05,668,4,0.005988023952095809
005930,2019-12-06,425,4,0.009411764705882352
005930,2019-12-07,299,0,0.0
033100,2019-12-01,10,0,0.0
033100,2019-12-02,21,0,0.0
033100,2019-12-03,35,1,0.02857142857142857
033100,2019-12-04,15,0,0.0
033100,2019-12-05,272,13,0.04779411764705882
033100,2019-12-06,72,2,0.027777777777777776
033100,2019-12-07,11,0,0.0
080220,2019-12-02,5,0,0.0
080220,2019-12-03,16,2,0.125
080220,2019-12-04,16,0,0.0
080220,2019-12-05,6,0,0.0
080220,2019-12-07,1,0,0.0
105560,2019-12-01,1,0,0.0
105560,2019-12-02,3,0,0.0
105560,2019-12-03,3,0,0.0
105560,2019-12-04,1,0,0.0
105560,2019-12-05,5,0,0.0
105560,2019-12-06,16,1,0.0625
105560,2019-12-07,3,0,0.0
190510,2019-12-01,2,0,0.0
190510,2019-12-02,5,0,0.0
190510,2019-12-03,1,0,0.0
190510,2019-12-04,1,0,0.0
190510,2019-12-05,1,0,0.0
190510,2019-12-06,2,0,0.0
272110,2019-12-01,3,0,0.0
272110,2019-12-02,2,0,0.0
272110,2019-12-03,2,0,0.0
272110,2019-12-04,4,0,0.0
272110,2019-12-05,19,0,0.0
272110,2019-12-06,7,3,0.42857142857142855
272110,2019-12-07,2,0,0.0
000660,2019-12-08,44,0,0.0
000660,2019-12-09,84,0,0.0
000660,2019-12-10,33,0,0.0
000660,2019-12-11,64,1,0.015625
000660,2019-12-12,59,7,0.11864406779661017
000660,2019-12-13,170,3,0.01764705882352941
000660,2019-12-14,62,1,0.016129032258064516
005380,2019-12-08,37,2,0.05405405405405406
005380,2019-12-09,44,1,0.022727272727272728
005380,2019-12-10,39,0,0.0
005380,2019-12-11,54,3,0.05555555555555555
005380,2019-12-12,77,4,0.05194805194805195
005380,2019-12-13,74,4,0.05405405405405406
005380,2019-12-14,30,0,0.0
005930,2019-12-08,297,0,0.0
005930,2019-12-09,342,4,0.011695906432748537
005930,2019-12-10,299,2,0.006688963210702341
005930,2019-12-11,329,2,0.0060790273556231
005930,2019-12-12,433,1,0.0023094688221709007
005930,2019-12-13,487,5,0.01026694045174538
005930,2019-12-14,268,1,0.0037313432835820895
033100,2019-12-08,14,0,0.0
033100,2019-12-09,33,0,0.0
033100,2019-12-10,14,0,0.0
033100,2019-12-11,13,1,0.07692307692307693
033100,2019-12-12,21,0,0.0
033100,2019-12-13,13,0,0.0
033100,2019-12-14,5,0,0.0
080220,2019-12-09,1,0,0.0
080220,2019-12-10,2,0,0.0
080220,2019-12-11,2,0,0.0
080220,2019-12-12,2,0,0.0
080220,2019-12-13,9,1,0.1111111111111111
080220,2019-12-14,5,0,0.0
105560,2019-12-08,1,0,0.0
105560,2019-12-09,20,1,0.05
105560,2019-12-10,6,0,0.0
105560,2019-12-11,9,0,0.0
105560,2019-12-12,8,0,0.0
105560,2019-12-13,21,0,0.0
105560,2019-12-14,6,0,0.0
190510,2019-12-08,2,0,0.0
190510,2019-12-10,4,0,0.0
190510,2019-12-11,1,0,0.0
190510,2019-12-12,4,0,0.0
190510,2019-12-13,2,0,0.0
190510,2019-12-14,2,0,0.0
272110,2019-12-08,1,0,0.0
272110,2019-12-09,1,0,0.0
272110,2019-12-10,3,0,0.0
272110,2019-12-11,2,0,0.0
272110,2019-12-12,4,1,0.25
272110,2019-12-13,3,0,0.0
000660,2019-12-15,22,1,0.045454545454545456
000660,2019-12-16,107,1,0.009345794392523364
000660,2019-12-17,242,3,0.012396694214876033
000660,2019-12-18,118,3,0.025423728813559324
000660,2019-12-19,226,5,0.022123893805309734
000660,2019-12-20,158,2,0.012658227848101266
000660,2019-12-21,44,0,0.0
005380,2019-12-15,34,0,0.0
005380,2019-12-16,45,1,0.022222222222222223
005380,2019-12-17,59,0,0.0
005380,2019-12-18,50,1,0.02
005380,2019-12-19,50,2,0.04
005380,2019-12-20,42,2,0.047619047619047616
005380,2019-12-21,35,1,0.02857142857142857
005930,2019-12-15,305,0,0.0
005930,2019-12-16,390,3,0.007692307692307693
005930,2019-12-17,619,8,0.012924071082390954
005930,2019-12-18,506,2,0.003952569169960474
005930,2019-12-19,391,1,0.0025575447570332483
005930,2019-12-20,378,1,0.0026455026455026454
005930,2019-12-21,281,3,0.010676156583629894
033100,2019-12-15,3,0,0.0
033100,2019-12-16,14,0,0.0
033100,2019-12-17,24,0,0.0
033100,2019-12-18,15,0,0.0
033100,2019-12-19,12,0,0.0
033100,2019-12-20,7,0,0.0
033100,2019-12-21,1,0,0.0
080220,2019-12-15,1,1,1.0
080220,2019-12-16,25,8,0.32
080220,2019-12-17,12,0,0.0
080220,2019-12-18,13,1,0.07692307692307693
080220,2019-12-19,9,0,0.0
080220,2019-12-20,9,0,0.0
080220,2019-12-21,1,0,0.0
105560,2019-12-16,22,0,0.0
105560,2019-12-17,30,0,0.0
105560,2019-12-18,19,0,0.0
105560,2019-12-19,8,0,0.0
105560,2019-12-20,7,0,0.0
105560,2019-12-21,3,1,0.3333333333333333
190510,2019-12-15,2,0,0.0
190510,2019-12-17,3,0,0.0
190510,2019-12-18,2,0,0.0
190510,2019-12-19,1,0,0.0
190510,2019-12-20,2,0,0.0
272110,2019-12-16,6,0,0.0
272110,2019-12-17,19,0,0.0
272110,2019-12-18,7,0,0.0
272110,2019-12-19,4,0,0.0
272110,2019-12-20,7,0,0.0
272110,2019-12-21,1,0,0.0
000660,2019-12-22,66,0,0.0
000660,2019-12-23,95,0,0.0
000660,2019-12-24,74,0,0.0
000660,2019-12-25,38,0,0.0
000660,2019-12-26,96,1,0.010416666666666666
000660,2019-12-27,90,1,0.011111111111111112
000660,2019-12-28,44,0,0.0
005380,2019-12-22,20,1,0.05
005380,2019-12-23,58,2,0.034482758620689655
005380,2019-12-24,50,1,0.02
005380,2019-12-25,25,2,0.08
005380,2019-12-26,52,4,0.07692307692307693
005380,2019-12-27,67,3,0.04477611940298507
005380,2019-12-28,35,2,0.05714285714285714
005930,2019-12-22,269,0,0.0
005930,2019-12-23,367,2,0.005449591280653951
005930,2019-12-24,405,4,0.009876543209876543
005930,2019-12-25,297,3,0.010101010101010102
005930,2019-12-26,360,4,0.011111111111111112
005930,2019-12-27,460,3,0.006521739130434782
005930,2019-12-28,311,3,0.00964630225080386
033100,2019-12-22,2,0,0.0
033100,2019-12-23,15,0,0.0
033100,2019-12-24,7,0,0.0
033100,2019-12-25,6,0,0.0
033100,2019-12-26,9,0,0.0
033100,2019-12-27,7,0,0.0
033100,2019-12-28,2,0,0.0
080220,2019-12-23,6,1,0.16666666666666666
080220,2019-12-24,5,0,0.0
080220,2019-12-25,1,0,0.0
080220,2019-12-26,5,0,0.0
080220,2019-12-27,6,0,0.0
080220,2019-12-28,5,0,0.0
105560,2019-12-22,2,0,0.0
105560,2019-12-23,11,0,0.0
105560,2019-12-24,6,0,0.0
105560,2019-12-25,1,0,0.0
105560,2019-12-26,7,0,0.0
105560,2019-12-27,16,0,0.0
105560,2019-12-28,3,0,0.0
190510,2019-12-22,1,0,0.0
190510,2019-12-23,92,0,0.0
190510,2019-12-24,12,0,0.0
190510,2019-12-26,7,0,0.0
190510,2019-12-27,5,0,0.0
190510,2019-12-28,1,0,0.0
272110,2019-12-23,2,0,0.0
272110,2019-12-24,3,0,0.0
272110,2019-12-26,3,0,0.0
272110,2019-12-27,1,0,0.0
000660,2019-12-29,30,0,0.0
000660,2019-12-30,75,1,0.013333333333333334
000660,2019-12-31,37,0,0.0
000660,2020-01-01,63,0,0.0
000660,2020-01-02,70,1,0.014285714285714285
000660,2020-01-03,160,2,0.0125
000660,2020-01-04,47,1,0.02127659574468085
005380,2019-12-29,29,1,0.034482758620689655
005380,2019-12-30,45,0,0.0
005380,2019-12-31,31,0,0.0
005380,2020-01-01,30,0,0.0
005380,2020-01-02,64,1,0.015625
005380,2020-01-03,95,1,0.010526315789473684
005380,2020-01-04,34,1,0.029411764705882353
005930,2019-12-29,321,1,0.003115264797507788
005930,2019-12-30,365,3,0.00821917808219178
005930,2019-12-31,361,2,0.00554016620498615
005930,2020-01-01,421,1,0.0023752969121140144
005930,2020-01-02,442,4,0.00904977375565611
005930,2020-01-03,377,3,0.007957559681697613
005930,2020-01-04,287,0,0.0
033100,2019-12-29,1,0,0.0
033100,2019-12-30,16,0,0.0
033100,2019-12-31,7,0,0.0
033100,2020-01-01,5,0,0.0
033100,2020-01-02,18,0,0.0
033100,2020-01-03,16,0,0.0
033100,2020-01-04,4,0,0.0
080220,2019-12-29,3,0,0.0
080220,2019-12-30,12,0,0.0
080220,2019-12-31,4,0,0.0
080220,2020-01-01,1,0,0.0
080220,2020-01-02,8,0,0.0
080220,2020-01-03,3,0,0.0
080220,2020-01-04,2,0,0.0
105560,2019-12-29,4,0,0.0
105560,2019-12-30,10,0,0.0
105560,2019-12-31,3,0,0.0
105560,2020-01-01,2,0,0.0
105560,2020-01-02,10,0,0.0
105560,2020-01-03,8,0,0.0
190510,2019-12-30,4,0,0.0
190510,2019-12-31,4,0,0.0
190510,2020-01-02,2,0,0.0
272110,2019-12-31,1,0,0.0
272110,2020-01-02,2,0,0.0
000660,2020-01-05,50,0,0.0
000660,2020-01-06,73,1,0.0136986301369863
000660,2020-01-07,108,2,0.018518518518518517
000660,2020-01-08,271,4,0.014760147601476014
000660,2020-01-09,126,2,0.015873015873015872
000660,2020-01-10,109,0,0.0
000660,2020-01-11,43,0,0.0
005380,2020-01-05,42,1,0.023809523809523808
005380,2020-01-06,61,1,0.01639344262295082
005380,2020-01-07,80,1,0.0125
005380,2020-01-08,116,1,0.008620689655172414
005380,2020-01-09,166,2,0.012048192771084338
005380,2020-01-10,73,2,0.0273972602739726
005380,2020-01-11,44,0,0.0
005930,2020-01-05,344,1,0.0029069767441860465
005930,2020-01-06,412,1,0.0024271844660194173
005930,2020-01-07,400,1,0.0025
005930,2020-01-08,652,6,0.009202453987730062
005930,2020-01-09,590,7,0.011864406779661017
005930,2020-01-10,581,8,0.013769363166953529
005930,2020-01-11,378,3,0.007936507936507936
033100,2020-01-06,8,0,0.0
033100,2020-01-07,8,1,0.125
033100,2020-01-08,12,0,0.0
033100,2020-01-09,3,0,0.0
033100,2020-01-10,5,0,0.0
033100,2020-01-11,6,0,0.0
080220,2020-01-05,2,0,0.0
080220,2020-01-06,5,2,0.4
080220,2020-01-07,7,0,0.0
080220,2020-01-08,8,0,0.0
080220,2020-01-09,1,0,0.0
080220,2020-01-10,4,0,0.0
080220,2020-01-11,1,0,0.0
105560,2020-01-05,1,0,0.0
105560,2020-01-06,3,0,0.0
105560,2020-01-07,1,0,0.0
105560,2020-01-08,4,0,0.0
105560,2020-01-09,4,0,0.0
105560,2020-01-10,2,0,0.0
190510,2020-01-06,2,0,0.0
190510,2020-01-07,1,0,0.0
190510,2020-01-08,1,0,0.0
190510,2020-01-09,4,0,0.0
190510,2020-01-10,2,0,0.0
272110,2020-01-08,1,0,0.0
272110,2020-01-09,1,0,0.0
000660,2020-01-12,18,1,0.05555555555555555
000660,2020-01-13,105,2,0.01904761904761905
000660,2020-01-14,142,0,0.0
000660,2020-01-15,111,1,0.009009009009009009
000660,2020-01-16,101,0,0.0
000660,2020-01-17,107,0,0.0
000660,2020-01-18,23,0,0.0
005380,2020-01-12,47,1,0.02127659574468085
005380,2020-01-13,63,2,0.031746031746031744
005380,2020-01-14,55,0,0.0
005380,2020-01-15,71,2,0.028169014084507043
005380,2020-01-16,69,3,0.043478260869565216
005380,2020-01-17,64,2,0.03125
005380,2020-01-18,40,1,0.025
005930,2020-01-12,285,1,0.0035087719298245615
005930,2020-01-13,477,3,0.006289308176100629
005930,2020-01-14,521,3,0.005758157389635317
005930,2020-01-15,506,3,0.005928853754940711
005930,2020-01-16,389,4,0.010282776349614395
005930,2020-01-17,429,3,0.006993006993006993
005930,2020-01-18,324,0,0.0
033100,2020-01-12,1,0,0.0
033100,2020-01-13,4,0,0.0
033100,2020-01-14,3,0,0.0
033100,2020-01-15,1,0,0.0
033100,2020-01-16,5,0,0.0
033100,2020-01-17,1,0,0.0
080220,2020-01-12,2,0,0.0
080220,2020-01-13,6,0,0.0
080220,2020-01-14,4,0,0.0
080220,2020-01-15,7,0,0.0
080220,2020-01-16,8,0,0.0
080220,2020-01-17,10,0,0.0
080220,2020-01-18,1,0,0.0
105560,2020-01-12,4,0,0.0
105560,2020-01-13,6,0,0.0
105560,2020-01-14,6,0,0.0
105560,2020-01-15,3,0,0.0
105560,2020-01-16,5,0,0.0
105560,2020-01-17,13,0,0.0
105560,2020-01-18,4,1,0.25
190510,2020-01-14,6,0,0.0
190510,2020-01-15,2,0,0.0
190510,2020-01-16,2,0,0.0
190510,2020-01-17,6,0,0.0
190510,2020-01-18,1,0,0.0
272110,2020-01-13,5,0,0.0
272110,2020-01-14,2,0,0.0
272110,2020-01-15,1,0,0.0
272110,2020-01-16,2,0,0.0
272110,2020-01-17,1,0,0.0
272110,2020-01-18,1,0,0.0
000660,2020-01-19,54,2,0.037037037037037035
000660,2020-01-20,90,0,0.0
000660,2020-01-21,50,0,0.0
000660,2020-01-22,65,1,0.015384615384615385
000660,2020-01-23,86,1,0.011627906976744186
000660,2020-01-24,31,0,0.0
000660,2020-01-25,20,1,0.05
005380,2020-01-19,39,1,0.02564102564102564
005380,2020-01-20,79,5,0.06329113924050633
005380,2020-01-21,81,1,0.012345679012345678
005380,2020-01-22,293,8,0.027303754266211604
005380,2020-01-23,192,7,0.036458333333333336
005380,2020-01-24,35,0,0.0
005380,2020-01-25,24,1,0.041666666666666664
005930,2020-01-19,295,5,0.01694915254237288
005930,2020-01-20,459,8,0.017429193899782137
005930,2020-01-21,428,4,0.009345794392523364
005930,2020-01-22,574,7,0.012195121951219513
005930,2020-01-23,621,5,0.008051529790660225
005930,2020-01-24,238,0,0.0
005930,2020-01-25,273,0,0.0
033100,2020-01-20,5,0,0.0
033100,2020-01-21,1,0,0.0
033100,2020-01-22,1,0,0.0
033100,2020-01-23,1,0,0.0
033100,2020-01-24,2,0,0.0
080220,2020-01-20,7,0,0.0
080220,2020-01-21,6,0,0.0
080220,2020-01-22,4,0,0.0
080220,2020-01-23,4,0,0.0
105560,2020-01-19,1,0,0.0
105560,2020-01-20,7,1,0.14285714285714285
105560,2020-01-21,6,0,0.0
105560,2020-01-22,6,0,0.0
105560,2020-01-23,2,0,0.0
105560,2020-01-25,1,0,0.0
190510,2020-01-20,4,0,0.0
190510,2020-01-21,2,0,0.0
190510,2020-01-22,2,0,0.0
190510,2020-01-23,4,0,0.0
272110,2020-01-19,1,0,0.0
272110,2020-01-20,1,0,0.0
272110,2020-01-22,4,0,0.0
000660,2020-01-26,14,0,0.0
000660,2020-01-27,34,0,0.0
000660,2020-01-28,121,0,0.0
000660,2020-01-29,96,1,0.010416666666666666
000660,2020-01-30,82,0,0.0
000660,2020-01-31,155,1,0.0064516129032258064
000660,2020-02-01,128,0,0.0
005380,2020-01-26,27,0,0.0
005380,2020-01-27,28,1,0.03571428571428571
005380,2020-01-28,84,0,0.0
005380,2020-01-29,61,0,0.0
005380,2020-01-30,73,2,0.0273972602739726
005380,2020-01-31,61,3,0.04918032786885246
005380,2020-02-01,34,0,0.0
005930,2020-01-26,362,1,0.0027624309392265192
005930,2020-01-27,528,4,0.007575757575757576
005930,2020-01-28,826,15,0.018159806295399514
005930,2020-01-29,596,2,0.003355704697986577
005930,2020-01-30,1145,11,0.00960698689956332
005930,2020-01-31,917,3,0.003271537622682661
005930,2020-02-01,595,3,0.005042016806722689
033100,2020-01-26,1,0,0.0
033100,2020-01-28,3,0,0.0
033100,2020-01-29,3,0,0.0
033100,2020-01-30,2,0,0.0
033100,2020-01-31,2,0,0.0
080220,2020-01-27,1,0,0.0
080220,2020-01-28,2,0,0.0
080220,2020-01-30,11,0,0.0
080220,2020-01-31,2,0,0.0
080220,2020-02-01,1,0,0.0
105560,2020-01-26,1,0,0.0
105560,2020-01-28,19,0,0.0
105560,2020-01-29,6,1,0.16666666666666666
105560,2020-01-30,6,0,0.0
105560,2020-01-31,3,0,0.0
105560,2020-02-01,2,0,0.0
190510,2020-01-26,2,0,0.0
190510,2020-01-27,1,0,0.0
190510,2020-01-28,4,0,0.0
190510,2020-01-29,2,0,0.0
190510,2020-01-30,3,0,0.0
190510,2020-01-31,29,1,0.034482758620689655
272110,2020-01-27,1,0,0.0
272110,2020-01-28,1,0,0.0
272110,2020-01-29,2,0,0.0
272110,2020-01-31,1,0,0.0
000660,2020-02-02,76,1,0.013157894736842105
000660,2020-02-03,127,2,0.015748031496062992
000660,2020-02-04,133,0,0.0
000660,2020-02-05,82,2,0.024390243902439025
000660,2020-02-06,100,0,0.0
000660,2020-02-07,96,0,0.0
000660,2020-02-08,46,0,0.0
005380,2020-02-02,37,1,0.02702702702702703
005380,2020-02-03,58,3,0.05172413793103448
005380,2020-02-04,100,3,0.03
005380,2020-02-05,88,4,0.045454545454545456
005380,2020-02-06,97,1,0.010309278350515464
005380,2020-02-07,103,2,0.019417475728155338
005380,2020-02-08,31,1,0.03225806451612903
005930,2020-02-02,567,4,0.007054673721340388
005930,2020-02-03,801,12,0.0149812734082397
005930,2020-02-04,539,4,0.0074211502782931356
005930,2020-02-05,605,12,0.019834710743801654
005930,2020-02-06,601,8,0.013311148086522463
005930,2020-02-07,650,3,0.004615384615384616
005930,2020-02-08,397,2,0.005037783375314861
033100,2020-02-03,4,0,0.0
033100,2020-02-04,2,0,0.0
033100,2020-02-05,2,1,0.5
033100,2020-02-06,3,0,0.0
033100,2020-02-07,2,0,0.0
033100,2020-02-08,1,0,0.0
080220,2020-02-02,2,0,0.0
080220,2020-02-03,4,1,0.25
080220,2020-02-04,1,0,0.0
080220,2020-02-06,3,0,0.0
080220,2020-02-07,1,0,0.0
105560,2020-02-02,4,0,0.0
105560,2020-02-03,4,0,0.0
105560,2020-02-04,9,1,0.1111111111111111
105560,2020-02-05,5,0,0.0
105560,2020-02-06,12,1,0.08333333333333333
105560,2020-02-07,15,0,0.0
105560,2020-02-08,3,0,0.0
190510,2020-02-03,1,0,0.0
190510,2020-02-04,4,0,0.0
190510,2020-02-05,9,0,0.0
190510,2020-02-06,8,0,0.0
190510,2020-02-07,3,0,0.0
190510,2020-02-08,1,0,0.0
272110,2020-02-02,2,0,0.0
272110,2020-02-05,1,0,0.0
272110,2020-02-06,5,0,0.0
272110,2020-02-08,1,0,0.0
000660,2020-02-09,42,0,0.0
000660,2020-02-10,114,0,0.0
000660,2020-02-11,79,0,0.0
000660,2020-02-12,130,0,0.0
000660,2020-02-13,113,1,0.008849557522123894
000660,2020-02-14,107,0,0.0
000660,2020-02-15,43,0,0.0
005380,2020-02-09,48,2,0.041666666666666664
005380,2020-02-10,65,1,0.015384615384615385
005380,2020-02-11,75,1,0.013333333333333334
005380,2020-02-12,63,1,0.015873015873015872
005380,2020-02-13,60,1,0.016666666666666666
005380,2020-02-14,51,3,0.058823529411764705
005380,2020-02-15,14,1,0.07142857142857142
005930,2020-02-09,324,1,0.0030864197530864196
005930,2020-02-10,576,4,0.006944444444444444
005930,2020-02-11,456,3,0.006578947368421052
005930,2020-02-12,537,5,0.00931098696461825
005930,2020-02-13,614,6,0.009771986970684038
005930,2020-02-14,517,4,0.007736943907156673
005930,2020-02-15,285,2,0.007017543859649123
033100,2020-02-10,2,0,0.0
033100,2020-02-11,3,0,0.0
033100,2020-02-12,4,0,0.0
033100,2020-02-13,3,0,0.0
033100,2020-02-15,1,0,0.0
080220,2020-02-09,1,0,0.0
080220,2020-02-10,3,0,0.0
080220,2020-02-11,1,0,0.0
080220,2020-02-12,2,0,0.0
080220,2020-02-13,2,0,0.0
080220,2020-02-14,6,0,0.0
105560,2020-02-09,2,0,0.0
105560,2020-02-10,13,0,0.0
105560,2020-02-11,8,0,0.0
105560,2020-02-12,12,0,0.0
105560,2020-02-13,13,0,0.0
105560,2020-02-14,8,0,0.0
105560,2020-02-15,2,0,0.0
190510,2020-02-10,3,0,0.0
190510,2020-02-11,2,0,0.0
190510,2020-02-12,2,0,0.0
190510,2020-02-13,12,0,0.0
190510,2020-02-14,13,0,0.0
190510,2020-02-15,2,1,0.5
272110,2020-02-09,1,0,0.0
272110,2020-02-10,1,0,0.0
272110,2020-02-12,2,0,0.0
272110,2020-02-13,8,1,0.125
272110,2020-02-14,1,0,0.0
000660,2020-02-16,42,0,0.0
000660,2020-02-17,75,0,0.0
000660,2020-02-18,119,0,0.0
000660,2020-02-19,108,0,0.0
000660,2020-02-20,72,0,0.0
000660,2020-02-21,94,0,0.0
000660,2020-02-22,53,0,0.0
005380,2020-02-16,21,1,0.047619047619047616
005380,2020-02-17,31,0,0.0
005380,2020-02-18,81,1,0.012345679012345678
005380,2020-02-19,45,2,0.044444444444444446
005380,2020-02-20,62,3,0.04838709677419355
005380,2020-02-21,63,1,0.015873015873015872
005380,2020-02-22,37,2,0.05405405405405406
005930,2020-02-16,317,4,0.012618296529968454
005930,2020-02-17,374,5,0.013368983957219251
005930,2020-02-18,801,4,0.004993757802746567
005930,2020-02-19,714,2,0.0028011204481792717
005930,2020-02-20,871,3,0.003444316877152698
005930,2020-02-21,1014,3,0.0029585798816568047
005930,2020-02-22,1072,1,0.0009328358208955224
033100,2020-02-16,1,0,0.0
033100,2020-02-18,2,0,0.0
033100,2020-02-21,1,0,0.0
033100,2020-02-22,1,0,0.0
064850,2020-02-19,1,0,0.0
064850,2020-02-21,1,0,0.0
080220,2020-02-17,4,1,0.25
080220,2020-02-18,8,0,0.0
080220,2020-02-19,1,0,0.0
080220,2020-02-21,2,0,0.0
080220,2020-02-22,4,0,0.0
105560,2020-02-17,12,0,0.0
105560,2020-02-18,21,0,0.0
105560,2020-02-19,10,1,0.1
105560,2020-02-20,6,0,0.0
105560,2020-02-21,13,0,0.0
105560,2020-02-22,6,0,0.0
190510,2020-02-16,1,0,0.0
190510,2020-02-17,26,0,0.0
190510,2020-02-18,5,1,0.2
190510,2020-02-19,2,0,0.0
190510,2020-02-20,3,0,0.0
190510,2020-02-21,6,0,0.0
272110,2020-02-17,1,0,0.0
272110,2020-02-19,1,0,0.0
272110,2020-02-21,2,0,0.0
000660,2020-02-23,69,0,0.0
000660,2020-02-24,158,1,0.006329113924050633
000660,2020-02-25,159,2,0.012578616352201259
000660,2020-02-26,198,0,0.0
000660,2020-02-27,149,0,0.0
000660,2020-02-28,276,7,0.025362318840579712
000660,2020-02-29,109,3,0.027522935779816515
005380,2020-02-23,48,2,0.041666666666666664
005380,2020-02-24,72,1,0.013888888888888888
005380,2020-02-25,57,0,0.0
005380,2020-02-26,55,1,0.01818181818181818
005380,2020-02-27,36,2,0.05555555555555555
005380,2020-02-28,212,2,0.009433962264150943
005380,2020-02-29,42,1,0.023809523809523808
005930,2020-02-23,1237,3,0.002425222312045271
005930,2020-02-24,1978,8,0.004044489383215369
005930,2020-02-25,1532,5,0.0032637075718015664
005930,2020-02-26,1947,9,0.004622496147919877
005930,2020-02-27,1903,12,0.006305832895428271
005930,2020-02-28,2719,22,0.008091210003677823
005930,2020-02-29,1796,9,0.005011135857461025
033100,2020-02-23,1,0,0.0
033100,2020-02-24,3,0,0.0
033100,2020-02-27,1,0,0.0
033100,2020-02-28,4,0,0.0
033100,2020-02-29,1,0,0.0
064850,2020-02-29,1,0,0.0
080220,2020-02-23,1,0,0.0
080220,2020-02-24,25,0,0.0
080220,2020-02-25,5,0,0.0
080220,2020-02-26,1,0,0.0
080220,2020-02-27,6,0,0.0
080220,2020-02-28,3,0,0.0
080220,2020-02-29,1,0,0.0
105560,2020-02-23,5,0,0.0
105560,2020-02-24,25,1,0.04
105560,2020-02-25,13,0,0.0
105560,2020-02-26,6,0,0.0
105560,2020-02-27,16,0,0.0
105560,2020-02-28,8,1,0.125
105560,2020-02-29,4,0,0.0
190510,2020-02-23,1,0,0.0
190510,2020-02-24,3,0,0.0
190510,2020-02-25,2,0,0.0
190510,2020-02-26,3,0,0.0
190510,2020-02-27,3,0,0.0
190510,2020-02-28,7,1,0.14285714285714285
190510,2020-02-29,4,0,0.0
272110,2020-02-23,1,0,0.0
272110,2020-02-24,1,0,0.0
272110,2020-02-27,1,0,0.0
000660,2020-03-01,107,1,0.009345794392523364
000660,2020-03-02,242,0,0.0
000660,2020-03-03,166,1,0.006024096385542169
000660,2020-03-04,120,1,0.008333333333333333
000660,2020-03-05,118,1,0.00847457627118644
000660,2020-03-06,117,1,0.008547008547008548
000660,2020-03-07,102,0,0.0
005380,2020-03-01,37,0,0.0
005380,2020-03-02,104,1,0.009615384615384616
005380,2020-03-03,101,1,0.009900990099009901
005380,2020-03-04,134,4,0.029850746268656716
005380,2020-03-05,107,5,0.04672897196261682
005380,2020-03-06,156,3,0.019230769230769232
005380,2020-03-07,70,2,0.02857142857142857
005930,2020-03-01,1505,2,0.00132890365448505
005930,2020-03-02,1792,8,0.004464285714285714
005930,2020-03-03,1761,16,0.009085746734809767
005930,2020-03-04,1697,12,0.007071302298173247
005930,2020-03-05,1624,9,0.005541871921182266
005930,2020-03-06,1712,13,0.007593457943925234
005930,2020-03-07,1249,9,0.007205764611689352
033100,2020-03-02,1,0,0.0
033100,2020-03-04,2,0,0.0
033100,2020-03-05,4,0,0.0
064850,2020-03-02,1,0,0.0
064850,2020-03-07,1,0,0.0
080220,2020-03-02,1,0,0.0
080220,2020-03-03,1,0,0.0
080220,2020-03-04,1,0,0.0
080220,2020-03-06,2,0,0.0
